DEPARTAMENTO	SETOR	SECRETARIA	SECRETARIA.1
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARABÁ	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
COORDENADORIA DE SAÚDE PRISIONAL	DAB	SAGA	DAB
COORDENADORIA DE TRANSPORTE - SANTA IZABEL	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE SAÚDE PRISIONAL	DAB	SAGA	DAB
GERÊNCIA DE SERVIÇOS GERAIS	DLPI	SAGA	DLPI
GERÊNCIA DE SERVIÇOS GERAIS	DLPI	SAGA	DLPI
GERÊNCIA DE SERVIÇOS GERAIS	DLPI	SAGA	DLPI
GERÊNCIA DE SERVIÇOS GERAIS	DLPI	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE VITÓRIA DO XINGU	UCRF VITÓRIA DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE VITÓRIA DO XINGU	UCRF VITÓRIA DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE VITÓRIA DO XINGU	UCRF VITÓRIA DO XINGU	SAGO	DAP
COORDENADORIA DE TRANSPORTE - VITÓRIA DO XINGU	CTRANS - POLOS	SAGA	DLPI
CONSELHOS DA SECRETARIA (COPEN E CEPCP)	CONSELHOS	SAGA	CONSELHOS
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - COQUEIRO	CTRANS - POLOS	SAGA	DLPI
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
GABINETE DO SECRETÁRIO DE ESTADO DE ADMINISTRAÇÃO PENITENCIÁRIA	GAB	SAGA	GAB
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
COORDENADORIA DE TRANSPORTE	CTRANS	SAGA	DLPI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL - PARAGOMINAS	ASI - INTERIOR	SAGO	ASI
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COORDENADORIA DE TRANSPORTE	CTRANS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - SANTA IZABEL	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE SAÚDE PRISIONAL	DAB	SAGA	DAB
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARITUBA	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - COQUEIRO	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - ANANINDEUA	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - SANTA IZABEL	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL III	UCR SANTA IZABEL III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ABAETETUBA	UCR ABAETETUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ABAETETUBA	UCR ABAETETUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ABAETETUBA	UCR ABAETETUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ABAETETUBA	UCR ABAETETUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARABÁ	UCR MARABÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
COORDENADORIA DE TRANSPORTE	CTRANS	SAGA	DLPI
COORDENADORIA DE NUTRIÇÃO	DLPI	SAGA	DLPI
COORDENADORIA DE NUTRIÇÃO	DLPI	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - MARITUBA	CTRANS - POLOS	SAGA	DLPI
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE VITÓRIA DO XINGU	UCRF VITÓRIA DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
COORDENADORIA DE TRANSPORTE - VITÓRIA DO XINGU	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAPANEMA	UCR CAPANEMA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAPANEMA	UCR CAPANEMA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARITUBA	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - MARITUBA	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL III	UCR SANTA IZABEL III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL I	UCR SANTA IZABEL I	SAGO	DAP
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTA IZABEL	CCP SANTA IZABEL	SAGO	DAP
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTA IZABEL	CCP SANTA IZABEL	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTA IZABEL	CCP SANTA IZABEL	SAGO	DAP
GERÊNCIA DE PATRIMÔNIO	DLPI	SAGA	DLPI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL V	UCR SANTA IZABEL V	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL V	UCR SANTA IZABEL V	SAGO	DAP
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
COORDENADORIA DE TRANSPORTE - COQUEIRO	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
DIRETORIA DE LICITAÇÃO, CONTRATOS E CONVÊNIOS	DLCC	SAGA	DLCC
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE MARABÁ	UCRF MARABÁ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARABÁ	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SALINÓPOLIS	UCR SALINÓPOLIS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SALINÓPOLIS	UCR SALINÓPOLIS	SAGO	DAP
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL - CAPANEMA	ASI - INTERIOR	SAGO	ASI
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
COORDENADORIA DE TRANSPORTE - VITÓRIA DO XINGU	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ANANINDEUA	UCR ANANINDEUA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ANANINDEUA	UCR ANANINDEUA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ANANINDEUA	UCR ANANINDEUA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
GERÊNCIA DE SERVIÇOS GERAIS	DLPI	SAGA	DLPI
GERÊNCIA DE SERVIÇOS GERAIS	DLPI	SAGA	DLPI
GERÊNCIA DE SERVIÇOS GERAIS	DLPI	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARABÁ	UCR MARABÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARABÁ	UCR MARABÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARABÁ	UCR MARABÁ	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARABÁ	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE EDUCACAO PRISIONAL	DRS	SAGA	DRS
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICO - SANTARÉM	CIME - INTERIOR	SAGO	CIME
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICO - SANTARÉM	CIME - INTERIOR	SAGO	CIME
COORDENADORIA DE TRANSPORTE - SANTARÉM	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE	CTRANS	SAGA	DLPI
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
GRUPAMENTO DE BUSCA E RECAPTURA	NBR	SAGO	GBR
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPAMENTO DE BUSCA E RECAPTURA	NBR	SAGO	GBR
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
GRUPAMENTO DE BUSCA E RECAPTURA	NBR	SAGO	GBR
COORDENADORIA DE TRANSPORTE - ANANINDEUA	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - COQUEIRO	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARABÁ	UCR MARABÁ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARABÁ	CTRANS - POLOS	SAGA	DLPI
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL IV	UCR SANTA IZABEL IV	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL IV	UCR SANTA IZABEL IV	SAGO	DAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPAMENTO DE BUSCA E RECAPTURA	NBR	SAGO	GBR
GRUPAMENTO DE BUSCA E RECAPTURA	NBR	SAGO	GBR
GRUPAMENTO DE BUSCA E RECAPTURA	NBR	SAGO	GBR
GRUPAMENTO DE BUSCA E RECAPTURA	NBR	SAGO	GBR
COORDENADORIA DE TRANSPORTE - MARITUBA	CTRANS - POLOS	SAGA	DLPI
CORREGEDORIA GERAL PENITENCIÁRIA	CGP	SAGA	CGP
CORREGEDORIA GERAL PENITENCIÁRIA	CGP	SAGA	CGP
COORDENADORIA DE TRANSPORTE	CTRANS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
COORDENADORIA DE ASSISTÊNCIA E VALORIZAÇÃO DO SERVIDOR	DGP	SAGA	DGP
COMISSÃO ESPECIAL DE AVALIAÇÃO DE DESEMPENHO	CESAD	SAGA	DGP
COORDENADORIA DE TRANSPORTE - ANANINDEUA	CTRANS - POLOS	SAGA	DLPI
CONSELHOS DA SECRETARIA (COPEN E CEPCP)	CONSELHOS	SAGA	CONSELHOS
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - MARITUBA	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARABÁ	UCR MARABÁ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARABÁ	UCR MARABÁ	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARABÁ	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARABÁ	UCR MARABÁ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - MARITUBA	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL VI	UCR SANTA IZABEL VI	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTA IZABEL	CCP SANTA IZABEL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL VI	UCR SANTA IZABEL VI	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
COORDENADORIA DE TRANSPORTE - COQUEIRO	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SALINÓPOLIS	UCR SALINÓPOLIS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SALINÓPOLIS	UCR SALINÓPOLIS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SALINÓPOLIS	UCR SALINÓPOLIS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL IV	UCR SANTA IZABEL IV	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARITUBA II	UCR MARITUBA II	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL IV	UCR SANTA IZABEL IV	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARITUBA II	UCR MARITUBA II	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTA IZABEL	CCP SANTA IZABEL	SAGO	DAP
